"age"	"income"	"gender"	"p_real"	"p_y"	"y"	"caseID"	"target"
28.9368113766036	33688.5795921628	"F"	0.966693855764486	0.968547439377283	1	1	1
45.0687749065235	37443.5926591201	"F"	0.981305599674657	0.984461222668011	1	2	1
41.1487873747178	36838.0250928557	"F"	0.978623059329648	0.981625952558669	1	3	1
18.5697302838583	32737.6706591084	"F"	0.953533602137095	0.951967938242064	1	4	1
30.7099656984109	38637.1760770553	"F"	0.971777181743155	0.972824191647998	1	5	1
72.4165280435379	48618.7062873043	"F"	0.993801535352675	0.995710713428825	1	6	1
44.8701061655497	56698.1211939687	"F"	0.987910488983547	0.988377256626009	1	7	1
32.8948185238215	31449.3699476202	"F"	0.968926879588165	0.972203889923919	1	8	1
25.3059372683254	39769.4379701096	"F"	0.967586232262115	0.966874113407738	1	9	1
75.9369012971234	25513.2835482867	"F"	0.990518271736764	0.99466912087244	1	10	1
19.3193455228861	35372.094391652	"F"	0.957152610817259	0.955162372072607	1	11	1
26.689724802248	46524.7307297714	"F"	0.973325267019281	0.971714368068475	1	12	1
45.7285024524607	38898.2506583954	"F"	0.982280640140652	0.985207044515876	1	13	1
28.8015594218066	34731.2535495368	"F"	0.967334037675633	0.968875603037363	1	14	1
35.2152170511694	56383.9894748814	"F"	0.983596103506984	0.982735641375763	1	15	1
66.8268833234927	34617.8317395842	"F"	0.98980797480515	0.993292763378003	1	16	1
40.9964856104437	37013.7239461467	"F"	0.978608992777675	0.981562831105373	1	17	1
22.1886334396879	32821.0752957621	"F"	0.958380455293519	0.958376667839795	1	18	1
48.2678874516157	36917.9707981981	"F"	0.982851586343518	0.986236372732111	1	19	1
44.8083440297588	23915.1619171251	"F"	0.974348492807541	0.980649935136872	1	20	1
50.2670326574901	29413.2561201287	"F"	0.980851607033282	0.985741699449429	1	21	1
50.1555198466404	42330.4428914117	"F"	0.985710032819942	0.988277049291845	1	22	1
18.8910400724352	28836.2389812048	"F"	0.949815575453123	0.949720129054711	1	23	1
58.2318056610283	19261.6545496918	"F"	0.981088674281236	0.987915006974661	1	24	1
39.8441049710313	35196.7970098816	"F"	0.97690415884677	0.980138497832763	1	25	1
25.805580673569	30513.3645600961	"F"	0.960687542971658	0.962631798424835	1	26	1
56.1456900018458	26920.2651613607	"F"	0.983078710984098	0.988321865982313	1	27	1
33.1630656955853	36457.0261115882	"F"	0.972480870828596	0.974527636373099	1	28	1
37.6548804528147	41496.8387485061	"F"	0.978606773348104	0.980314485715337	1	29	1
39.9129281659766	26161.9973773946	"F"	0.971702986577762	0.977241460673932	1	30	1
40.4751015645674	26081.5226830184	"F"	0.972132102096709	0.977721748164223	1	31	1
55.9866044986196	36250.0876416116	"F"	0.986273561754378	0.989832465567882	1	32	1
82.3900311493067	27575.014579591	"F"	0.992600584799123	0.996035003153807	1	33	1
60.1054403182644	41005.1406613532	"F"	0.989168254464235	0.992015033728314	1	34	1
54.2878193008219	26997.532778859	"F"	0.982115231591642	0.987422795931527	1	35	1
31.4161184272788	31798.9998036655	"F"	0.967757830938975	0.970671857000866	1	36	1
42.6978560183817	26790.6656429948	"F"	0.974372478281864	0.97984675299136	1	37	1
45.4668070778102	52645.1843196086	"F"	0.986970974795108	0.987918549444029	1	38	1
34.4952810955178	27824.0321220762	"F"	0.967874175648219	0.972439768145811	1	39	1
21.9790255977283	36259.4377049532	"F"	0.961218553808505	0.960150947201241	1	40	1
39.8221023387814	24185.7522505021	"F"	0.970326708865259	0.976455004413105	1	41	1
58.1537693130112	35683.8946626678	"F"	0.986993996811528	0.990607746066483	1	42	1
31.0936325695435	20586.7011117704	"F"	0.958123776761114	0.964771802014234	1	43	1
44.4054343924223	39646.0556679336	"F"	0.98185828599493	0.984573453625862	1	44	1
80.9534804719942	58345.2169075272	"F"	0.996208501598333	0.997402770626886	1	45	1
51.6441331712598	36495.1545513189	"F"	0.984394238789881	0.987917802586018	1	46	1
36.3261081683319	30215.1853761249	"F"	0.971209322026394	0.975305792672758	1	47	1
71.0967139115678	34342.4858544631	"F"	0.991014788031366	0.994341091776513	1	48	1
58.5956784877943	21417.354584306	"F"	0.982199024995811	0.98848407868507	1	49	1
18.5045101719473	29852.6041470924	"F"	0.950365203052598	0.949724681793559	1	50	1
23.3093055539879	35840.1582458638	"F"	0.962389267326184	0.961948903903727	0	51	0
37.7116764024829	32112.067647582	"F"	0.973559945511473	0.977310029215574	1	52	1
20.968618959247	40135.6014885658	"F"	0.963349232146897	0.960886846441286	1	53	1
47.3653050861835	20526.6154732945	"F"	0.974374909168271	0.981608113218902	1	54	1
32.6837104634561	23532.3620775297	"F"	0.96262623262784	0.968373375433312	1	55	1
58.8370897956711	56855.1870740247	"F"	0.992187098795996	0.993433003373053	1	56	1
